gender,isHomeOwner,isMarried,schoolLocation,isGraduateStudent,isGraduatedOrSuspended,incomePercent,totalAsset,carValue,hasCar,isPriority1Eligible,isRecipient,isSingleParentFamily,isParentsHomeless,isApplicantDisabled,isParentsDisabled,subscriptionCount,applied_danji,applied_priority,derived_priority,derived_score,Pass
남성,0,0,서울,0,0,100,85467972,0,0,0,0,0,1,0,0,23,희망하우징(정릉동 1036),3,3,4,1
여성,0,0,서울,0,0,36,29653285,0,0,1,0,0,1,0,0,24,희망하우징(정릉동 1036),1,1,5,1
여성,0,0,서울,0,0,70,304424827,0,0,0,0,0,0,0,0,25,연남공공원룸텔,2,2,3,0
남성,0,0,서울,0,0,57,36369633,0,0,1,0,0,1,1,0,5,희망하우징(정릉동 1036),1,1,4,1
남성,0,0,서울,0,0,41,72589932,0,0,1,1,0,1,0,0,10,연남공공원룸텔,1,1,6,1
남성,0,0,서울,0,0,106,186601962,20695172,1,0,0,0,1,0,0,7,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,1,123,154726451,0,0,0,0,0,0,0,0,29,연남공공원룸텔,2,4,3,0
남성,0,0,서울,0,0,16,132317437,0,0,0,0,0,1,0,0,15,연남공공원룸텔,3,4,7,0
여성,0,0,기타,0,0,11,94145533,0,0,0,0,0,1,0,0,13,연남공공원룸텔,3,4,7,0
남성,0,0,서울,0,0,49,13188066,0,0,0,0,0,0,0,0,25,연남공공원룸텔,3,3,6,0
남성,0,0,서울,0,0,109,100368626,0,0,0,0,0,0,0,0,23,희망하우징(정릉동 1036),3,4,2,0
남성,1,0,서울,0,0,96,354769855,0,0,0,0,0,1,0,0,4,연남공공원룸텔,2,4,2,0
여성,0,0,서울,0,0,12,84292758,0,0,0,0,0,0,0,0,12,희망하우징(정릉동 1036),3,3,5,0
여성,0,0,서울,0,0,59,43922427,0,0,1,0,1,0,0,0,27,연남공공원룸텔,1,1,6,1
여성,0,0,서울,0,0,94,57934299,0,0,0,0,0,1,0,0,28,연남공공원룸텔,3,3,5,0
여성,0,0,서울,0,0,80,379945781,0,0,0,0,0,0,0,0,20,연남공공원룸텔,2,4,2,0
여성,0,0,서울,0,0,110,208429077,0,0,0,0,0,1,0,0,4,희망하우징(정릉동 1036),2,4,2,0
여성,0,0,서울,0,0,113,113240310,0,0,0,0,0,1,0,0,17,연남공공원룸텔,3,4,4,0
남성,0,0,서울,0,0,51,363022411,0,0,0,0,0,0,0,1,19,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,160,342626890,0,0,0,0,0,1,0,0,7,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,92,23854626,0,0,0,0,0,1,0,0,8,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,0,67,79306247,0,0,0,0,0,1,0,0,28,연남공공원룸텔,3,4,5,0
남성,0,0,서울,0,0,131,213528052,0,0,0,0,0,1,0,0,21,연남공공원룸텔,2,4,4,0
여성,0,0,서울,0,0,56,29711900,0,0,1,1,0,0,0,0,30,희망하우징(정릉동 1036),1,1,6,1
남성,0,0,기타,0,0,133,32893086,0,0,0,0,0,1,0,0,24,희망하우징(정릉동 1036),3,4,5,0
여성,0,0,서울,0,0,53,77693989,0,0,1,0,1,1,0,0,5,연남공공원룸텔,1,1,5,1
남성,0,0,서울,0,0,120,80067590,0,0,0,0,0,1,0,0,30,희망하우징(정릉동 1036),3,4,5,0
여성,0,0,서울,0,0,101,274829404,15624902,1,0,0,0,0,0,0,6,희망하우징(정릉동 1036),2,4,1,0
남성,0,0,서울,0,0,37,30774029,0,0,0,0,0,1,0,0,18,연남공공원룸텔,3,3,7,0
여성,0,0,서울,0,0,133,44061458,14691378,1,0,0,0,0,0,0,27,희망하우징(정릉동 1036),3,4,3,0
남성,0,0,서울,0,0,118,177945635,0,0,0,0,0,1,0,0,4,연남공공원룸텔,2,4,2,0
남성,0,0,서울,0,0,58,17712557,0,0,1,0,0,1,0,0,14,희망하우징(정릉동 1036),1,4,4,0
남성,1,0,서울,0,0,53,100466021,0,0,0,0,0,0,0,0,8,연남공공원룸텔,3,4,1,0
여성,0,0,서울,0,0,82,107460687,0,0,0,0,0,1,0,1,8,희망하우징(정릉동 1036),3,4,4,0
남성,1,0,서울,0,0,77,332517799,44446086,1,0,0,0,1,0,0,18,연남공공원룸텔,2,4,4,0
여성,0,0,서울,1,0,115,164683795,0,0,0,0,0,0,0,0,7,희망하우징(정릉동 1036),2,4,1,0
여성,1,0,서울,0,0,126,333606030,0,0,0,0,0,1,0,0,28,연남공공원룸텔,2,4,5,0
남성,0,0,서울,0,0,62,40763714,0,0,0,0,0,0,0,0,3,희망하우징(정릉동 1036),3,3,0,1
남성,1,0,서울,0,0,105,93304578,0,0,0,0,0,1,0,0,8,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,0,18,77441081,0,0,0,0,0,1,0,0,3,희망하우징(정릉동 1036),3,3,5,1
여성,0,0,서울,0,0,57,83626933,0,0,0,0,0,0,1,0,5,희망하우징(정릉동 1036),3,3,2,0
여성,0,0,서울,0,0,34,23404289,0,0,0,0,0,1,0,0,27,희망하우징(정릉동 1036),1,4,5,0
남성,0,0,서울,0,0,60,79391501,0,0,0,0,0,1,0,0,8,희망하우징(정릉동 1036),1,4,3,0
여성,0,0,서울,0,0,43,44589898,0,0,1,0,0,0,0,0,21,연남공공원룸텔,1,1,2,1
남성,0,0,서울,0,0,76,398975002,0,0,0,0,0,0,0,0,10,연남공공원룸텔,2,4,1,0
여성,0,0,서울,0,0,43,79918804,0,0,1,1,1,1,0,0,0,희망하우징(정릉동 1036),1,1,8,1
남성,0,0,서울,0,0,131,83609531,0,0,0,0,0,1,0,1,3,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,0,21,14718421,0,0,1,0,1,1,0,0,15,희망하우징(정릉동 1036),1,1,7,1
여성,0,0,서울,0,0,121,80257585,0,0,0,0,0,1,0,0,7,희망하우징(정릉동 1036),3,4,3,0
여성,0,0,서울,0,0,84,303954310,0,0,0,0,0,0,0,1,15,연남공공원룸텔,2,2,3,0
남성,0,0,서울,0,0,95,361930908,0,0,0,0,0,1,0,0,7,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,123,294322724,0,0,0,0,0,1,0,0,20,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,1,53,301459089,0,0,0,0,0,1,0,0,4,희망하우징(정릉동 1036),2,4,2,0
여성,0,0,서울,1,0,23,45769504,0,0,1,0,1,1,0,0,6,연남공공원룸텔,1,4,6,0
여성,0,0,서울,0,0,26,79946108,0,0,1,1,1,1,0,0,30,희망하우징(정릉동 1036),1,1,11,1
여성,0,0,기타,0,0,33,25157001,0,0,1,1,0,0,0,0,25,희망하우징(정릉동 1036),1,4,6,0
남성,0,0,서울,0,0,87,198039158,0,0,0,0,0,1,0,0,24,희망하우징(정릉동 1036),2,2,5,1
여성,0,0,서울,0,0,140,336464789,39441926,1,0,0,0,1,0,0,23,연남공공원룸텔,2,4,4,0
여성,0,0,서울,0,0,37,31520928,0,0,1,1,1,0,0,0,8,연남공공원룸텔,1,1,7,1
여성,0,0,서울,0,0,24,62008140,0,0,1,0,0,0,0,0,4,희망하우징(정릉동 1036),1,1,0,1
여성,0,0,서울,0,0,151,166789968,0,0,0,0,0,1,0,0,26,희망하우징(정릉동 1036),2,4,5,0
여성,0,0,서울,0,0,63,98013189,0,0,0,0,0,1,0,0,1,희망하우징(정릉동 1036),3,3,2,0
여성,0,0,서울,0,0,49,265910462,16517562,1,0,0,0,0,0,0,6,희망하우징(정릉동 1036),2,2,4,0
남성,0,0,서울,0,0,119,128490634,0,0,0,0,0,1,0,0,21,연남공공원룸텔,3,4,4,0
여성,0,0,기타,0,0,145,323651389,0,0,0,0,0,1,0,0,29,연남공공원룸텔,2,4,5,0
여성,0,0,서울,1,0,153,312050004,0,0,0,0,0,1,0,0,24,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,서울,0,0,56,63660012,0,0,1,1,0,1,0,0,10,희망하우징(정릉동 1036),1,1,6,1
남성,0,0,서울,0,0,133,354841009,0,0,0,0,0,0,0,0,26,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,53,15527388,0,0,1,0,0,0,0,0,22,희망하우징(정릉동 1036),1,1,2,1
남성,0,1,기타,0,0,29,27742113,0,0,1,1,1,0,0,0,17,연남공공원룸텔,1,4,8,0
여성,0,0,서울,0,0,55,43050557,0,0,1,0,1,0,0,0,21,희망하우징(정릉동 1036),1,1,5,1
남성,0,0,서울,0,0,53,56938140,0,0,0,0,0,1,0,0,1,연남공공원룸텔,3,3,2,0
남성,0,0,서울,0,0,47,126601966,0,0,0,0,0,0,0,0,9,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,21,60547291,0,0,1,0,1,1,0,0,5,희망하우징(정릉동 1036),1,1,5,1
여성,0,0,서울,0,0,26,12560649,0,0,1,0,0,0,0,0,12,연남공공원룸텔,1,1,2,1
여성,0,0,서울,0,0,42,171341908,0,0,0,0,0,1,0,0,5,연남공공원룸텔,2,2,5,0
여성,0,0,서울,1,0,75,127934067,0,0,0,0,0,1,1,1,30,연남공공원룸텔,3,4,8,0
남성,0,0,서울,0,0,34,66013532,0,0,0,0,0,0,0,1,29,희망하우징(정릉동 1036),1,4,4,0
여성,0,0,서울,0,0,44,67722252,17919295,1,0,0,0,0,0,1,10,희망하우징(정릉동 1036),3,4,5,0
남성,0,0,서울,0,0,60,46748299,0,0,1,1,1,0,0,0,0,연남공공원룸텔,1,1,6,1
남성,0,0,서울,0,0,130,105565589,0,0,0,0,0,0,0,0,5,희망하우징(정릉동 1036),3,4,0,0
남성,0,0,기타,1,0,24,33767033,0,0,1,0,1,1,1,0,15,연남공공원룸텔,1,4,9,0
여성,0,0,서울,0,0,56,15168989,0,0,0,0,0,1,0,0,1,희망하우징(정릉동 1036),1,4,2,0
여성,0,0,서울,1,0,87,113841170,0,0,0,0,0,1,0,0,1,연남공공원룸텔,3,4,2,0
여성,0,0,서울,0,0,44,62756521,0,0,0,0,0,1,0,0,22,연남공공원룸텔,3,3,7,0
여성,0,0,서울,0,0,60,58713437,0,0,1,1,1,0,0,0,16,연남공공원룸텔,1,1,8,1
여성,0,0,서울,0,0,47,34007090,0,0,0,0,0,0,0,0,30,연남공공원룸텔,3,3,6,0
여성,0,0,기타,0,0,137,124811328,0,0,0,0,0,1,0,0,6,희망하우징(정릉동 1036),3,4,3,0
여성,0,0,서울,0,0,144,261474589,0,0,0,0,0,0,0,0,27,희망하우징(정릉동 1036),2,4,3,0
여성,1,0,서울,0,0,128,245251242,48853770,1,0,0,0,0,0,0,10,연남공공원룸텔,2,4,1,0
여성,0,0,서울,0,0,53,38164968,0,0,1,1,1,1,0,0,23,희망하우징(정릉동 1036),1,1,10,1
여성,0,0,기타,0,0,100,134433976,0,0,0,0,0,1,0,0,15,연남공공원룸텔,3,4,4,0
남성,0,0,서울,0,0,63,117315710,0,0,0,0,0,1,0,0,25,연남공공원룸텔,3,4,5,0
남성,0,0,서울,0,0,11,25278911,0,0,0,0,0,0,0,0,0,연남공공원룸텔,3,3,3,0
남성,0,0,서울,0,0,59,397292369,46035281,1,0,0,0,1,0,0,29,연남공공원룸텔,2,4,5,0
여성,0,0,서울,0,0,100,18886963,9705338,1,0,0,0,1,0,0,17,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,35,59873103,0,0,1,1,1,1,1,0,9,연남공공원룸텔,1,1,11,1
남성,0,0,서울,0,0,104,232719876,0,0,0,0,0,1,0,0,24,연남공공원룸텔,2,4,5,0
남성,0,0,서울,0,0,20,51739205,0,0,1,1,0,1,0,0,2,희망하우징(정릉동 1036),1,1,5,1
여성,0,0,서울,0,0,32,48462422,0,0,1,0,1,0,0,0,3,희망하우징(정릉동 1036),1,1,3,1
남성,0,0,서울,0,0,38,42859865,0,0,1,0,1,0,0,0,17,희망하우징(정릉동 1036),1,1,5,1
남성,0,0,서울,0,0,59,57731087,0,0,1,1,1,0,0,0,21,희망하우징(정릉동 1036),1,1,8,1
여성,0,0,서울,0,0,129,73155598,0,0,0,0,0,0,0,0,29,연남공공원룸텔,3,4,3,0
여성,0,0,서울,0,0,50,71906810,0,0,1,0,0,1,0,0,18,희망하우징(정릉동 1036),1,1,4,1
남성,0,0,서울,0,0,91,371964932,0,0,0,0,0,0,0,0,2,연남공공원룸텔,2,4,0,0
남성,0,0,서울,0,0,29,109236164,14633280,1,0,0,0,1,0,0,10,희망하우징(정릉동 1036),3,4,6,0
여성,0,0,서울,0,0,25,39207357,0,0,1,1,0,1,0,1,20,연남공공원룸텔,1,1,8,1
남성,0,0,서울,0,0,91,50229795,0,0,0,0,0,1,0,1,13,연남공공원룸텔,3,3,5,0
남성,0,1,서울,0,0,23,10113187,0,0,0,0,0,1,0,0,27,희망하우징(정릉동 1036),3,4,8,0
남성,0,0,서울,0,0,124,243098843,0,0,0,0,0,0,0,1,26,연남공공원룸텔,2,4,4,0
남성,1,0,서울,0,0,102,384470378,19111756,1,0,0,0,0,0,0,14,희망하우징(정릉동 1036),2,4,2,0
남성,0,0,서울,0,0,113,417445982,25888021,1,0,0,0,1,0,1,18,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,서울,0,0,49,79383794,0,0,1,0,0,0,0,0,15,희망하우징(정릉동 1036),1,1,2,1
여성,0,0,서울,0,0,94,66507825,0,0,0,0,0,1,0,0,22,연남공공원룸텔,3,3,4,0
여성,0,0,서울,0,0,25,27021671,0,0,1,1,1,1,0,0,4,희망하우징(정릉동 1036),1,1,8,1
여성,0,0,서울,0,0,143,244166817,0,0,0,0,0,1,0,0,27,희망하우징(정릉동 1036),2,4,5,0
여성,1,0,서울,0,0,60,32452379,0,0,1,1,1,0,0,0,20,연남공공원룸텔,1,4,8,0
남성,0,0,서울,0,0,50,45248951,0,0,1,1,1,0,0,0,29,희망하우징(정릉동 1036),1,1,9,1
여성,0,0,기타,0,0,120,91937985,0,0,0,0,0,1,0,0,3,희망하우징(정릉동 1036),3,4,2,0
여성,0,0,서울,0,0,128,246592016,0,0,0,0,0,0,0,0,13,희망하우징(정릉동 1036),2,4,2,0
남성,0,0,서울,0,0,65,137572468,0,0,0,0,0,0,1,0,19,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,85,72673716,0,0,0,0,0,0,0,1,24,연남공공원룸텔,3,3,4,0
여성,0,0,서울,0,0,144,292090861,0,0,0,0,0,0,1,0,12,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,24,43634472,0,0,1,1,0,1,0,0,20,연남공공원룸텔,1,1,7,1
남성,0,0,서울,0,0,135,74174787,0,0,0,0,0,1,0,0,17,연남공공원룸텔,3,4,4,0
남성,1,0,서울,0,0,127,312579586,0,0,0,0,0,1,1,0,17,연남공공원룸텔,2,4,6,0
남성,0,0,서울,0,1,78,359435878,34109605,1,0,0,0,1,0,0,6,희망하우징(정릉동 1036),2,4,3,0
남성,0,1,서울,0,0,21,14971784,0,0,1,1,1,0,0,0,12,연남공공원룸텔,1,4,8,0
남성,0,0,서울,0,0,28,14949636,0,0,0,0,0,1,0,1,19,연남공공원룸텔,3,3,8,0
남성,0,0,서울,0,0,53,122119068,0,0,0,0,0,1,0,0,25,연남공공원룸텔,3,4,5,0
여성,0,0,기타,0,0,40,38619492,0,0,1,0,1,1,0,0,3,연남공공원룸텔,1,4,5,0
남성,0,0,서울,0,0,141,351933820,11048933,1,0,0,0,1,0,0,29,희망하우징(정릉동 1036),2,4,5,0
여성,0,0,서울,0,0,97,371207634,0,0,0,0,0,0,0,0,22,연남공공원룸텔,2,4,2,0
여성,0,0,서울,0,0,34,93070162,0,0,0,0,0,1,0,0,24,희망하우징(정릉동 1036),3,4,8,0
여성,0,0,서울,1,0,23,58881166,0,0,1,1,0,0,0,0,25,연남공공원룸텔,1,4,6,0
남성,0,0,서울,0,0,48,53751263,0,0,0,0,0,1,0,0,7,희망하우징(정릉동 1036),1,4,3,0
여성,0,0,서울,0,0,29,39013196,0,0,1,1,1,1,0,0,4,연남공공원룸텔,1,1,8,1
남성,0,0,서울,0,0,38,124306711,0,0,0,0,0,1,0,0,9,희망하우징(정릉동 1036),3,4,6,0
여성,1,0,서울,0,0,131,122338765,0,0,0,0,0,0,0,0,7,연남공공원룸텔,3,4,1,0
여성,0,0,기타,0,0,21,15376584,17305690,1,0,0,0,1,0,0,15,희망하우징(정릉동 1036),3,4,7,0
여성,0,0,서울,0,0,77,278345644,0,0,0,0,0,0,0,0,22,연남공공원룸텔,2,2,2,0
남성,0,0,서울,0,0,130,150732101,14744502,1,0,0,0,0,0,0,9,희망하우징(정릉동 1036),2,4,1,0
여성,1,0,서울,0,0,24,79086760,16318798,1,0,0,0,0,0,0,14,희망하우징(정릉동 1036),3,4,5,0
남성,0,0,서울,0,0,70,210965813,0,0,0,0,0,1,0,0,22,연남공공원룸텔,2,4,4,0
남성,0,0,서울,0,0,102,419213970,0,0,0,0,0,0,0,0,17,연남공공원룸텔,2,4,2,0
여성,0,0,서울,1,0,127,21718382,0,0,0,0,0,1,0,1,3,희망하우징(정릉동 1036),3,4,3,0
여성,0,0,서울,0,0,54,27720413,0,0,0,0,0,1,0,0,0,연남공공원룸텔,1,4,2,0
남성,0,0,서울,0,0,51,69761289,0,0,1,0,0,1,0,0,9,희망하우징(정릉동 1036),1,1,3,1
여성,0,1,서울,0,0,54,48285148,0,0,1,0,1,0,0,0,28,연남공공원룸텔,1,4,6,0
남성,0,1,서울,0,0,42,29856736,0,0,1,0,0,0,0,0,9,연남공공원룸텔,1,4,1,0
여성,1,0,기타,0,0,109,327854940,0,0,0,0,0,0,0,1,24,연남공공원룸텔,2,4,4,0
여성,0,0,서울,0,0,91,268307449,0,0,0,0,0,0,0,0,18,연남공공원룸텔,2,2,2,0
여성,0,0,서울,0,0,58,78659862,0,0,1,0,0,1,0,0,4,연남공공원룸텔,1,1,2,1
여성,0,0,서울,1,0,133,388488988,37891099,1,0,0,0,1,0,0,28,희망하우징(정릉동 1036),2,4,5,0
여성,0,0,서울,0,1,25,10888369,0,0,1,1,1,1,0,0,17,희망하우징(정릉동 1036),1,4,10,0
남성,0,0,서울,0,0,34,13602405,0,0,1,1,1,1,0,0,20,희망하우징(정릉동 1036),1,1,10,1
남성,0,0,서울,0,0,80,76176080,6119456,1,0,0,0,1,0,0,13,희망하우징(정릉동 1036),3,4,4,0
여성,0,0,서울,0,0,47,52906872,0,0,0,0,0,1,0,0,11,희망하우징(정릉동 1036),3,3,6,0
여성,0,0,기타,0,0,54,53299559,0,0,1,0,1,1,0,0,9,희망하우징(정릉동 1036),1,4,6,0
여성,0,0,서울,0,0,26,39242850,0,0,1,0,1,0,0,0,28,희망하우징(정릉동 1036),1,1,6,1
여성,0,0,서울,0,0,57,387263604,45106063,1,0,0,0,1,0,0,0,연남공공원룸텔,2,4,2,0
남성,0,0,서울,0,0,24,12524153,0,0,1,1,0,1,0,0,3,연남공공원룸텔,1,1,5,1
남성,0,0,서울,0,0,157,260273920,0,0,0,0,0,0,0,0,4,연남공공원룸텔,2,4,0,0
여성,0,0,서울,0,0,114,157507768,0,0,0,0,0,1,1,0,24,희망하우징(정릉동 1036),2,4,7,0
남성,1,0,서울,0,0,44,66920644,0,0,1,0,0,0,0,0,10,연남공공원룸텔,1,4,1,0
여성,0,0,서울,0,0,38,71330222,0,0,1,1,1,1,0,1,14,연남공공원룸텔,1,1,11,1
여성,1,0,서울,0,0,87,246259499,0,0,0,0,0,1,0,0,16,연남공공원룸텔,2,4,4,0
남성,0,0,기타,0,0,41,36878911,0,0,1,0,1,1,1,0,26,연남공공원룸텔,1,4,10,0
여성,0,0,서울,0,0,85,405457289,0,0,0,0,0,1,1,0,4,희망하우징(정릉동 1036),2,4,4,0
남성,0,0,서울,0,0,31,61356129,0,0,1,1,0,1,0,0,19,희망하우징(정릉동 1036),1,1,7,1
남성,0,0,서울,0,0,76,82804811,0,0,0,0,0,1,0,1,1,연남공공원룸텔,3,3,3,0
남성,0,0,서울,0,0,139,312695814,21015533,1,0,0,0,1,0,0,15,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,77,76396319,0,0,0,0,0,0,0,0,9,연남공공원룸텔,3,3,1,0
남성,0,0,서울,0,0,26,67465077,0,0,1,1,1,0,0,0,21,희망하우징(정릉동 1036),1,1,8,1
남성,0,0,서울,0,0,22,71862210,0,0,1,0,0,1,0,0,13,연남공공원룸텔,1,1,4,1
남성,0,0,서울,0,0,135,23429380,0,0,0,0,0,0,0,0,21,희망하우징(정릉동 1036),3,4,2,0
남성,0,0,서울,0,1,64,48568210,0,0,0,0,0,0,0,0,19,희망하우징(정릉동 1036),3,4,2,0
남성,0,0,서울,0,0,87,77731571,0,0,0,0,0,1,0,0,12,연남공공원룸텔,3,3,4,0
여성,0,0,서울,0,0,64,98691908,17452184,1,0,0,0,1,0,0,25,희망하우징(정릉동 1036),3,4,5,0
남성,0,0,서울,0,0,115,52768905,0,0,0,0,0,1,0,0,8,희망하우징(정릉동 1036),3,4,3,0
남성,0,0,서울,0,0,79,399193842,0,0,0,0,0,1,0,1,6,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,23,21264832,0,0,1,1,0,0,0,0,30,연남공공원룸텔,1,1,6,1
여성,0,0,기타,0,0,138,135216476,0,0,0,0,0,1,0,0,16,희망하우징(정릉동 1036),3,4,4,0
여성,0,0,서울,0,0,47,39260590,0,0,1,0,1,0,0,1,14,희망하우징(정릉동 1036),1,1,6,1
여성,0,0,서울,0,0,73,139293996,0,0,0,0,0,1,0,0,11,희망하우징(정릉동 1036),3,4,3,0
남성,1,0,서울,0,0,71,43954789,0,0,0,0,0,0,1,0,25,희망하우징(정릉동 1036),3,4,5,0
남성,0,0,서울,1,0,145,276411870,0,0,0,0,0,1,0,0,10,연남공공원룸텔,2,4,3,0
남성,0,0,기타,0,0,131,376756017,16737432,1,0,0,0,1,0,0,11,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,40,365103692,0,0,0,0,0,0,0,0,7,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,76,256656773,0,0,0,0,0,0,0,0,26,연남공공원룸텔,2,2,3,0
남성,1,0,서울,0,1,23,63825994,0,0,1,0,1,1,0,0,30,연남공공원룸텔,1,4,8,0
남성,0,0,서울,0,0,40,40129725,0,0,0,0,0,0,0,0,9,희망하우징(정릉동 1036),3,3,4,1
여성,0,0,서울,0,0,21,48949039,0,0,1,0,1,1,0,0,7,희망하우징(정릉동 1036),1,1,6,1
여성,0,0,서울,0,0,24,22788187,0,0,1,0,0,1,0,1,15,희망하우징(정릉동 1036),1,1,5,1
여성,0,0,서울,0,0,36,32799095,0,0,1,0,1,1,0,0,4,희망하우징(정릉동 1036),1,4,5,0
여성,0,0,서울,0,0,81,110371153,0,0,0,0,0,1,0,0,26,연남공공원룸텔,3,4,5,0
여성,0,0,기타,0,0,124,386217616,0,0,0,0,0,0,0,0,8,희망하우징(정릉동 1036),2,4,1,0
여성,0,0,서울,0,1,98,414671213,0,0,0,0,0,1,0,0,6,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,46,20312681,0,0,1,0,1,0,0,0,10,희망하우징(정릉동 1036),1,4,4,0
여성,1,0,서울,0,0,17,20880123,0,0,0,0,0,1,0,0,8,연남공공원룸텔,3,4,6,0
남성,0,0,서울,0,0,23,47977444,0,0,1,0,1,0,0,0,30,연남공공원룸텔,1,4,6,0
남성,0,0,서울,0,0,89,366034833,0,0,0,0,0,1,0,0,15,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,109,73946652,0,0,0,0,0,1,0,0,11,희망하우징(정릉동 1036),3,4,3,0
여성,0,0,서울,0,0,49,134912092,0,0,0,0,0,1,0,0,13,연남공공원룸텔,3,4,7,0
여성,0,0,서울,0,0,46,191088083,44454665,1,0,0,0,0,0,0,21,연남공공원룸텔,2,2,5,0
여성,0,0,서울,0,0,147,360967367,0,0,0,0,0,1,0,0,23,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,76,126986291,0,0,0,0,0,1,0,0,0,희망하우징(정릉동 1036),3,4,2,0
여성,0,0,기타,0,0,118,343664791,0,0,0,0,0,1,0,0,2,연남공공원룸텔,2,4,2,0
남성,0,0,서울,0,0,47,35624104,0,0,1,0,1,0,0,0,13,연남공공원룸텔,1,1,5,1
남성,0,0,서울,0,0,56,62577566,0,0,1,0,0,0,0,0,22,연남공공원룸텔,1,1,2,1
여성,0,0,서울,0,0,115,411940121,0,0,0,0,0,0,0,0,17,희망하우징(정릉동 1036),2,4,2,0
여성,0,0,서울,0,0,15,31653807,0,0,0,0,0,0,0,0,7,연남공공원룸텔,3,3,4,0
여성,0,0,서울,0,0,30,37811066,0,0,1,1,1,0,0,0,4,희망하우징(정릉동 1036),1,1,6,1
남성,0,0,서울,1,0,42,45005058,0,0,1,1,0,0,0,0,28,연남공공원룸텔,1,4,6,0
남성,0,0,서울,0,0,85,175059178,47381137,1,0,0,0,0,0,0,16,연남공공원룸텔,2,4,2,0
남성,0,0,서울,1,0,149,204689985,12816521,1,0,0,0,1,0,0,6,연남공공원룸텔,2,4,3,0
남성,0,0,서울,0,0,95,119945899,0,0,0,0,0,1,0,0,24,희망하우징(정릉동 1036),3,4,5,0
남성,0,0,서울,0,0,125,281775653,0,0,0,0,0,1,0,0,25,연남공공원룸텔,2,4,5,0
여성,0,0,서울,0,0,138,155341174,44718683,1,0,0,0,1,0,0,24,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,기타,0,0,53,49691460,0,0,0,0,0,1,0,0,27,연남공공원룸텔,1,4,5,0
여성,0,0,서울,0,0,66,387374153,0,0,0,0,0,1,0,0,6,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,53,55729171,0,0,1,0,0,1,0,0,25,희망하우징(정릉동 1036),1,1,5,1
남성,0,1,서울,0,0,85,216471608,0,0,0,0,0,1,0,0,23,희망하우징(정릉동 1036),2,4,4,0
여성,1,0,기타,0,0,108,275540764,0,0,0,0,0,0,0,0,21,연남공공원룸텔,2,4,2,0
여성,0,0,서울,0,0,47,105514760,0,0,0,0,0,1,0,0,4,연남공공원룸텔,3,4,5,0
남성,0,0,서울,0,0,114,417805869,0,0,0,0,0,1,0,1,23,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,서울,1,0,50,14376489,0,0,1,1,1,1,0,0,30,희망하우징(정릉동 1036),1,4,11,0
남성,0,0,서울,0,0,21,29175605,0,0,1,1,1,0,0,0,28,연남공공원룸텔,1,4,9,0
여성,0,0,서울,0,0,56,70716667,0,0,1,0,0,1,0,0,23,희망하우징(정릉동 1036),1,1,4,1
남성,0,0,서울,0,0,114,61973818,0,0,0,0,0,0,0,1,28,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,41,96424699,0,0,0,0,0,0,0,0,1,희망하우징(정릉동 1036),3,3,3,0
여성,0,0,기타,0,0,72,121359180,0,0,0,0,0,1,0,0,19,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,91,61272646,0,0,0,0,0,0,0,0,4,희망하우징(정릉동 1036),3,3,0,0
여성,0,0,서울,0,1,44,23253224,0,0,1,0,0,0,0,0,12,연남공공원룸텔,1,4,2,0
남성,0,0,서울,0,0,49,64636878,0,0,1,0,0,0,0,0,29,연남공공원룸텔,1,1,3,1
여성,1,0,서울,0,0,114,69858725,0,0,0,0,0,1,0,1,11,연남공공원룸텔,3,4,4,0
여성,1,0,서울,0,0,84,97652074,5009108,1,0,0,0,0,0,0,8,연남공공원룸텔,3,4,1,0
